Timestamp,Symbol,Token,IsNonZero,NetQty,BuyQty,SellQty,BuyPrice,SellPrice,Product,Strategy,LTP,MTM,PnL,RawMTM,source_file
16/09/2025 13:47,NIFTY30SEP25P25100,60484,Yes,-150,0,150,0,189.48,NRML,Monthly Straddle,110.3,6570,0,11877,2025-09-16_positions.csv
16/09/2025 13:47,NIFTY30SEP25P23850,60358,Yes,75,75,0,18.4,0,NRML,Monthly Straddle,9.25,-78.75,0,-686.25,2025-09-16_positions.csv
16/09/2025 13:47,NIFTY30SEP25C26200,60566,Yes,75,75,0,7.15,0,NRML,Monthly Straddle,7.15,0,0,0,2025-09-16_positions.csv
16/09/2025 13:47,NIFTY30SEP25P23900,60362,Yes,75,75,0,9.7,0,NRML,Monthly Straddle,9.65,-3.75,0,-3.75,2025-09-16_positions.csv
16/09/2025 13:47,NIFTY23SEP25P24100,47579,No,0,75,75,5.15,4.95,MIS,Monthly Straddle,5.1,0,-15,0,2025-09-16_positions.csv
16/09/2025 13:47,NIFTY23SEP25P25150,47756,No,0,75,75,87.55,96.6,MIS,Monthly Straddle,88.8,0,678.75,0,2025-09-16_positions.csv
17/09/2025 23:59,NIFTY30SEP25C24650,60455,Yes,-75,0,75,0,343.85,NRML,Monthly Straddle,790.25,-5621.25,0,-33480,2025-09-17_positions.csv
17/09/2025 23:59,NIFTY30SEP25P25350,60494,Yes,-150,0,150,0,131.47,NRML,Monthly Straddle,134.15,-401.25,0,-402,2025-09-17_positions.csv
17/09/2025 23:59,NIFTY30SEP25P23850,60358,Yes,75,75,0,18.4,0,NRML,Monthly Straddle,6.7,-131.25,0,-877.5,2025-09-17_positions.csv
17/09/2025 23:59,NIFTY30SEP25P23900,60362,Yes,75,75,0,9.7,0,NRML,Monthly Straddle,6.85,-135,0,-213.75,2025-09-17_positions.csv
17/09/2025 23:59,NIFTY30SEP25C26200,60566,Yes,75,75,0,7.15,0,NRML,Monthly Straddle,9.2,112.5,0,153.75,2025-09-17_positions.csv
17/09/2025 23:59,NIFTY30SEP25P25100,60484,No,0,150,150,60.73,91.55,NRML,Monthly Straddle,62.4,0,4623.75,0,2025-09-17_positions.csv
18/09/2025 22:50,NIFTY30SEP25C24650,60455,Yes,-75,0,75,0,343.85,NRML,Monthly Straddle,854.85,-4515,0,-38325,2025-09-18_positions.csv
18/09/2025 22:50,NIFTY30SEP25P25500,60500,Yes,-150,0,150,0,139.9,NRML,Monthly Straddle,142.4,-375,0,-375,2025-09-18_positions.csv
18/09/2025 22:50,NIFTY30SEP25P23850,60358,Yes,75,75,0,18.4,0,NRML,Monthly Straddle,4.25,-191.25,0,-1061.25,2025-09-18_positions.csv
18/09/2025 22:50,NIFTY30SEP25P23900,60362,Yes,75,75,0,9.7,0,NRML,Monthly Straddle,4.25,-217.5,0,-408.75,2025-09-18_positions.csv
18/09/2025 22:50,NIFTY30SEP25C26200,60566,Yes,75,75,0,7.15,0,NRML,Monthly Straddle,8,-71.25,0,63.75,2025-09-18_positions.csv
18/09/2025 22:50,NIFTY30SEP25P25350,60494,No,0,150,150,84.65,134.7,NRML,Monthly Straddle,85.5,0,7507.5,0,2025-09-18_positions.csv
18/09/2025 22:50,NIFTY23SEP25C25800,47803,No,0,75,75,5.15,5.35,NRML,IBBM Intraday,5.75,0,15,0,2025-09-18_positions.csv
18/09/2025 22:50,NIFTY23SEP25C25800,47803,No,0,75,75,5.85,5.1,MIS,IBBM Intraday,5.75,0,-56.25,0,2025-09-18_positions.csv
18/09/2025 22:50,NIFTY23SEP25C25450,47773,No,0,75,75,69.6,76.6,MIS,IBBM Intraday,89.1,0,525,0,2025-09-18_positions.csv
19/09/2025 15:30,NIFTY30SEP25C24650,60455,Yes,-75,0,75,343.85,343.85,NRML,Monthly Straddle,780.05,5610,0,-32715,2025-09-19_positions.csv
19/09/2025 15:30,NIFTY30SEP25P25500,60500,Yes,-150,0,150,139.9,139.9,NRML,Monthly Straddle,177.15,-5475,0,-5587.5,2025-09-19_positions.csv
19/09/2025 15:30,NIFTY30SEP25P23850,60358,Yes,75,75,0,18.4,18.4,NRML,Monthly Straddle,3.45,-90,0,-1121.25,2025-09-19_positions.csv
19/09/2025 15:30,NIFTY30SEP25P23900,60362,Yes,75,75,0,9.7,9.7,NRML,Monthly Straddle,3.75,-78.75,0,-446.25,2025-09-19_positions.csv
19/09/2025 15:30,NIFTY30SEP25C26200,60566,Yes,75,75,75,6.42,6.42,NRML,Monthly Straddle,4.9,-140.62,-84.38,-114,2025-09-19_positions.csv
19/09/2025 15:30,NIFTY30SEP25C25500,60499,No,0,150,150,96.6,96.42,NRML,IBBM Intraday,102.25,0,-26.25,0,2025-09-19_positions.csv
19/09/2025 15:30,NIFTY30SEP25P25250,60490,No,0,150,150,95.85,97.67,NRML,IBBM Intraday,73.2,0,273.75,0,2025-09-19_positions.csv
